AccountID,Highest Amount,Lowest Amount,Difference
c9df399e-c2c4-4ee2-850e-e8cb30902131,5754.706664214047,-889.519926620848,6644.226590834895
16416,0.2458517056086423,-0.39598768088995434,0.6418393864985966
fce1f270-ed5c-4ae7-9b52-a3dd8995bb68,-624.1756235689797,-1536.9319109873006,912.7562874183209
46f8eacc-712f-401f-88e2-27867b3de96b,167.3063559127535,-354.3473961231886,521.6537520359421
c980b50e-d4d7-468b-9ca8-d3d4494bc041,-14918.124225325908,-76705.09998602048,61786.975760694564
bbffef0a-9431-4b7a-9824-a1271dbc5b7f,-149722.93145238125,-183160.0386893202,33437.10723693896
52fa60f0-cc48-4d49-9f33-e267013e4f86,338433.45903513196,-147209.5783254056,485643.03736053756
4a262aff-7eec-41b9-99e0-213141e938a7,-185093.78080281205,-217568.94650490378,32475.165702091734
b9d88e2f-2e34-434d-a7b8-eae7937981d6,1322.8326505364068,-1586.8244221707866,2909.6570727071935
40b3ac9a-f6d6-41e9-abd8-200149deeacf,-3.812778357700534,-604.0276828010124,600.2149044433119
a9d403e8-846e-4eca-a0d7-2fd359731d59,-120.08593446750488,-722.0492459138654,601.9633114463605
75c5de1e-ea8e-4292-bbdd-208619c52bf9,1965.2459937428764,-6877.93059247196,8843.176586214837
71108cf5-fd51-4c8b-9df9-e8916b8b3243,1098.6150790256377,-733.6927508900385,1832.3078299156762
9201d207-6a15-4aa6-b240-4c622f360bd3,-9145.52473854132,-21857.292867368153,12711.768128826832
89fc49b8-bea1-42d0-b397-ef00f184333f,2025.6339833718553,-2056.037078230641,4081.671061602496
3b89f909-e814-4147-a3e5-4d80b89ef1de,0.03398848908999252,-0.644067044936776,0.6780555340267685
16451,3743.3606568252644,-3334.3280382171733,7077.688695042438
e991898e-301f-4ccd-8794-851e1cc158df,-789393.5317915673,-843115.1868664775,53721.655074910144
853fe11e-99a8-4e92-ab71-cf5659c208d4,4547.582059537056,-4819.879905120723,9367.46196465778
731b999e-aea5-42f5-9ca5-d89b42627d16,2495.7023507945532,-1847.4554609893087,4343.157811783862
4ec4e547-c84a-4999-ba63-ec7577371215,1.7119438266020204,0.0008985886710717652,1.7110452379309486
981a3f2e-e63e-4abc-b03f-72273c02f6f1,245923.31075558954,-393306.62032461405,639229.9310802036
8da19592-9715-4cb6-b3a3-f27e33c8647d,237.63783729628113,-335.8699787951831,573.5078160914643
fa02147d-6070-4454-845d-8b66cd977372,134.37475444477937,-285.03675478456387,419.4115092293432
e4c14997-7738-4507-918d-977f64935ad4,1325.6180203740644,-1146.5823579110809,2472.2003782851452
49f91fce-526b-46fa-9ac0-8c80b6eae3c7,9.695731435973283,-122.25077697937962,131.9465084153529
09ddadf2-3973-4c64-b35c-6541c5976a59,-25.618078628589128,-330.52576579759324,304.90768716900413
ca5010ce-1b7c-4219-8e1d-ab0336834576,4059.611903743032,-3700.2504125015284,7759.86231624456
4b62a71b-9b6e-4f83-afba-fca514ee1972,30136.546145617693,-44884.56220957701,75021.10835519471
16402,7115.892396088863,-5705.408273212053,12821.300669300916
51e788f5-6015-429d-8897-f1faef147bd1,86336.85755650222,-177683.92135915943,264020.7789156616
2e583fc1-f00a-4e71-a41d-2cae1c9f1f29,1001.0697344091046,-1170.544437866525,2171.6141722756297
32e7e11e-0d59-4afe-b701-d496e86ff267,150.8457056798423,-1655.4156936092681,1806.2613992891104
1558b380-9de3-4582-b93f-68908a474f44,-548.0668042426558,-1442.3246419022184,894.2578376595626
f120ca87-1a3e-4f3d-8678-b1cf106d090a,74917.49835615752,-90767.43412616255,165684.93248232006
14140acd-2e5b-444b-8f78-8a250a5e95a2,6946.67992833679,2161.8263118981426,4784.853616438648
e10c28bb-83ee-414a-a7ae-1fd06d86c9c4,-110.26836005993954,-477.82265872793204,367.5542986679925
42bbec89-106f-450f-828b-c19b95cead84,-35474.1799289884,-542842945942.85266,542842910468.6727
2bac8fae-a740-4825-969d-e0fef687de43,29.2290645954849,-183.60049006502322,212.8295546605081
648c39b7-4c8c-4dcc-9be7-c3e4fd69b5de,-19.869632610423732,-190.26839649506354,170.3987638846398
1accb4ee-69df-46be-8862-663f020270d9,791.4002139387578,-1128.2254557880137,1919.6256697267715
64af251e-201d-413e-9d8e-9462e20ac3ee,7.511379818782635e-06,-1.6832773511220049e-06,9.194657169904639e-06
32c46750-24ce-4997-b281-69485272210b,-8869.736458349355,-10973.79668376739,2104.0602254180358
27b2385c-e249-46c9-a031-db5e11b90061,-8323.78617592337,-11806.965795023789,3483.1796191004196
949ef193-4a38-4479-9db2-3651beccb584,1721.243921115666,-1813.0396306974153,3534.2835518130814
16462,-139771.25767536007,-154710.34817952017,14939.090504160093
29f5c5a3-dbad-449f-b015-8a6f9b275091,13085.623792944327,-15656.939435005705,28742.56322795003
34cc2cc4-7952-45e1-a086-41a453d66387,916.248925298076,-628.3494955912846,1544.5984208893606
2971bf3e-670d-4e90-b127-921b7dae0f24,-97.69459076310741,-1208.34007514845,1110.6454843853426
06e1c218-e56d-4280-b7e4-36fdbabbd563,31627.65287405289,-151404.88111054295,183032.53398459585
a13be1bc-1289-457d-9d59-1316bb585a56,-350909.0778757523,-569576.442439722,218667.36456396972
64abef13-12e6-4e74-bf5a-b0cb3a223ad9,50.975871606550186,-170.78715341109185,221.76302501764204
239f0be0-bce4-40e1-9a0f-ead10ee1bc82,0,0,0
70907c46-c3be-4ceb-a5e9-4deb8b5eb755,394.41389695523446,-383.78330575102757,778.197202706262
