AccountID,Difference,Highest Amount,Lowest Amount
ab1506d9-a069-496b-ada8-c040f4586454,0.0,277.42,277.42
ece21bfd-8543-4922-9987-02aabf85d23f,0.0,476.94000000000005,476.94000000000005
6b948c7f-c7f1-4c4a-b17d-df514cdd979b,0.0,15221.960000000001,15221.960000000001
335ceb87-d791-4b85-87b8-9ad609c6d30b,0.0,0.0,0.0
06e1c218-e56d-4280-b7e4-36fdbabbd563,0.0,-84265.84,-84265.84
3a347178-0e37-4ae8-a230-f74ff6f5a6a0,0.0,-1078.44,-1078.44
65b99a9b-8184-4773-b11f-22f2fc6f4a3d,0.0,4109.12,4109.12
4b68f0c8-3b8b-4eb9-b2b5-208a874ef27d,0.0,0.0,0.0
8bacc438-5861-4835-ab6b-b9a8a33e222e,0.0,-1354.66,-1354.66
7d089145-7527-495d-b2e7-254ed829d188,0.0,-255.01,-255.01
fb5c3028-07dc-42ce-bf3e-00782c91f595,0.0,-521.75,-521.75
17f16911-4247-4728-a435-f4bf2f48e27b,0.0,-12282.78,-12282.78
16430,0.0,-1110.74,-1110.74
1af87696-68cc-417c-a050-718cedc31cf1,0.0,-1221.12,-1221.12
d23df84c-e768-4c55-a021-9f72fa398eb6,0.0,-10.53,-10.53
bc4239be-164e-49f6-b207-564e9483f825,0.0,-3789.74,-3789.74
b0f82d53-42ac-409e-bb42-5bc0c4902a38,0.0,-410.33000000000004,-410.33000000000004
16453,0.0,-1251.97,-1251.97
9201d207-6a15-4aa6-b240-4c622f360bd3,0.0,-6387.200000000001,-6387.200000000001
b8a249a6-272f-43af-a957-4c6310be038c,0.0,0.0,0.0
acefbcfa-556a-47a3-96ec-df50be153b33,0.0,1339.72,1339.72
ef467def-c278-49f1-a075-61e761552fa2,0.0,-8950.78,-8950.78
8643605e-6f56-4cc1-bfe6-f7d218350224,0.0,-576.3299999999999,-576.3299999999999
262b92ae-3591-4623-b887-1c84e7b4f5fe,0.0,0.0,0.0
3c296219-f392-4439-9005-38cdff0824c7,0.0,0.0,0.0
d75b538b-eca9-4ad8-bae5-cb4000d3f840,0.0,6413.97,6413.97
1cd879ba-c9d4-4964-9ace-d35cc8360923,0.0,-47401.83,-47401.83
33862ef4-cb08-4453-a641-29ad7c4e5a32,0.0,0.0,0.0
e34ce1d2-292b-4df1-ab43-40c276ed9f5f,0.0,-411413.32,-411413.32
16447,0.0,937.48,937.48
16c1c689-a0f3-4629-8338-e615c30914bf,0.0,-158.55,-158.55
75e8c103-ff60-404e-b2ec-20fd39e62f1d,0.0,-827.0799999999999,-827.0799999999999
b90f9e58-ee9f-4e91-8cb4-01516b5bd6ab,0.0,0.0,0.0
885c06cd-2f78-47d2-9a7a-092cf29e2d55,0.0,-167250.61000000002,-167250.61000000002
b10f16c6-637a-4054-83e2-6f488dd448de,0.0,1588.4099999999999,1588.4099999999999
9bbe944f-8fb6-4be7-bbe6-093fd240556c,0.0,0.0,0.0
e10a56ec-bc75-4080-97e1-fb2ccde82216,0.0,-78892.96,-78892.96
5f0e8121-59ae-4c7c-a094-e8f4ed0d23f5,0.0,3113.67,3113.67
a7b05a99-9fad-4ebd-b652-1b7608e27767,0.0,1664.41,1664.41
79a2068d-7665-410a-9cb7-f3b78ab7e1d4,0.0,-29447.56,-29447.56
84e9504c-0b3e-43ae-87f1-cd6eb9f4efce,0.0,-4395.0199999999995,-4395.0199999999995
a9ed81c3-becb-4678-bf97-fc818437e705,0.0,-2048.91,-2048.91
34f9de21-4240-4196-b2f7-08193f97ec52,0.0,-746.7,-746.7
8833b1ed-a200-41ae-b3a0-6b27c0c4160d,0.0,0.0,0.0
16277,0.0,-44944.5,-44944.5
14e3be1d-9262-41eb-a14e-dd825bbb44e8,0.0,-25713.96,-25713.96
bcbaacd9-9998-4869-aa10-20bd03e7e302,0.0,0.0,0.0
2bac8fae-a740-4825-969d-e0fef687de43,0.0,-5093.47,-5093.47
a2bb1ed0-d79b-4bc2-8f36-4eee09eee336,0.0,-10220.44,-10220.44
f0cf3e64-2e2d-4954-8971-f88662bb8c6e,0.0,2229.21,2229.21
3a6caab8-d953-4d2c-9b89-3a21dace194a,0.0,-4363.380000000001,-4363.380000000001
cbbb07b6-0e1a-4608-9740-bf2adbd95d0f,0.0,-5411.530000000001,-5411.530000000001
fff7f00c-c869-4310-b705-4503538f5ecf,0.0,-713.59,-713.59
616860cb-ac9d-434d-8574-925db1ac1ea1,0.0,412.18000000000006,412.18000000000006
a01188e5-dc6e-4953-9fd3-30086e8a61d3,0.0,-123.00999999999999,-123.00999999999999
912ea556-a99d-4ad8-91fe-d61bf0d70f9c,0.0,-2231.64,-2231.64
4bf4a2a6-d20f-487c-906d-319a0f451315,0.0,7707.429999999999,7707.429999999999
483b1cda-f977-4b8f-ab50-07d762dbaa69,0.0,-1885.2699999999998,-1885.2699999999998
648c39b7-4c8c-4dcc-9be7-c3e4fd69b5de,0.0,0.0,0.0
16420,0.0,1406.8,1406.8
1accb4ee-69df-46be-8862-663f020270d9,0.0,3164.8399999999997,3164.8399999999997
7fc8a141-21dd-4c9b-acce-a2478c8d8f1a,0.0,-3644.8999999999996,-3644.8999999999996
ec13c062-938e-4a72-8715-e7ea1e426f28,0.0,5667.0,5667.0
579c8f19-fb6c-4841-953e-9da937d36682,0.0,-2754.74,-2754.74
8c0dff51-e66c-4641-ba71-a92fce9e6751,0.0,-1145.4099999999999,-1145.4099999999999
42d5d53f-f020-4a42-b290-340c2357a52a,0.0,347.65,347.65
45a441d6-69f2-4794-9247-d52be6955c47,0.0,0.0,0.0
16454,0.0,0.0,0.0
dba26c7b-7cf9-4bd9-bbeb-672bc8771e33,0.0,401.53,401.53
58e29f83-897c-462e-ae79-b9a67895dbce,0.0,947.78,947.78
4fa320bd-6477-4ed1-9d53-d594d883ee47,0.0,6847.75,6847.75
853fe11e-99a8-4e92-ab71-cf5659c208d4,0.0,1655.58,1655.58
6d990843-e957-4d5d-8c33-85a8026a07d0,0.0,-14457.95,-14457.95
028cae70-9b6a-4b94-9eb5-b05c9a8e85fe,0.0,1641.64,1641.64
e3224f97-0eb1-4f42-963e-87bb423bdab7,0.0,-2147.8,-2147.8
87f69993-f2ee-4df2-98a0-a6617780edd7,0.0,0.0,0.0
08ea2f1f-1243-46cb-bd4a-4e42a4b58145,0.0,12617.009999999998,12617.009999999998
ad61feaf-da3e-4d51-867d-bce9bac107ae,0.0,617.08,617.08
809515a3-5912-44e9-a55f-bf81f8f9991d,0.0,0.0,0.0
253483a0-dd0c-4cd2-b0bf-44ec82d38e51,0.0,-856.1899999999999,-856.1899999999999
8cf60b19-d17b-4996-a901-11e1f1ac18ff,0.0,392.25,392.25
7f2ab4bc-1e1c-4001-874e-deb5b1c69788,0.0,-2419.8199999999997,-2419.8199999999997
a13be1bc-1289-457d-9d59-1316bb585a56,0.0,-400149.73,-400149.73
a1f147ed-6fce-4276-8375-4dde6e5e9017,0.0,0.0,0.0
c8496fd4-f735-4c19-b0f5-c8cb809cef90,0.0,-390.8,-390.8
f06f6fe6-0051-45b8-9f2d-97bffa1179b9,0.0,0.0,0.0
93b8ef16-1a00-4d2b-84c9-6f5ecac24d1b,0.0,-74.94,-74.94
3fd1f615-fdac-4b63-b75a-335f4f6c4b68,0.0,2810.65,2810.65
093c2487-a68d-4d94-8f38-eb7b05a801ea,0.0,-395217.79,-395217.79
7cc0df2c-c08d-4473-8266-5eee25145b65,0.0,-4133.22,-4133.22
a9d403e8-846e-4eca-a0d7-2fd359731d59,0.0,2818.79,2818.79
4f160514-405a-42f8-801b-5188d65b9d33,0.0,-965.32,-965.32
d9dbf7e0-d281-401d-8d39-783636f74fe8,0.0,-3510.33,-3510.33
239f0be0-bce4-40e1-9a0f-ead10ee1bc82,0.0,0.0,0.0
4c72dfd3-844b-460e-ae12-d1cff145fc69,0.0,-106496.86,-106496.86
80e99759-ca1b-46d5-ad00-5fc8e4d00f56,0.0,0.0,0.0
04ed1e29-b692-495a-b083-082cf8811d5d,0.0,-40.85,-40.85
d3f048e7-3d2b-445f-a9c9-1b82e873f13d,0.0,-41225.61,-41225.61
2c0f6759-5828-4f02-9753-eeb2267f5bde,0.0,0.0,0.0
b50b6c28-3ae0-47b9-b140-884da6f1ba87,0.0,0.0,0.0
6826baec-aba4-47af-a5cc-0a04d9104a1d,0.0,-11482.21,-11482.21
039e3173-3844-46a6-98ff-90c3203d49a0,0.0,2652.3099999999995,2652.3099999999995
251bb71b-cf7f-43a5-9fca-8853ad4f252d,0.0,-5978.030000000001,-5978.030000000001
a57080e8-bd8b-4a4e-91fc-5e3d1a38530b,0.0,3882.96,3882.96
6af3eaf3-c610-4a76-baf2-bd0fd1574e28,0.0,-1332.3600000000001,-1332.3600000000001
53711c78-7293-4304-b82c-3fa1587d093f,0.0,-294.94,-294.94
5b5ce87d-4f3e-4a80-b809-dee53d47e4fb,0.0,-5952.780000000001,-5952.780000000001
93ab3b0e-8488-41d9-b83c-d16abbaf0726,0.0,-2668.71,-2668.71
88069fa5-1e97-4cdd-922a-fc7445ca713c,0.0,-4216.82,-4216.82
68f875ee-01e6-45ac-ae4e-cceab935f1f8,0.0,-14340.91,-14340.91
26f0db8d-9eb0-4bc2-b217-3daf9c1abef8,0.0,1823.15,1823.15
df539a88-770c-46e0-a988-5420f57e2fbf,0.0,-40007.43,-40007.43
de1028b2-9d02-4920-b32f-f94e497f9315,0.0,1531.99,1531.99
1582d967-579c-4406-ab13-7a687fd083fd,0.0,2717.23,2717.23
16438,0.0,1007.4100000000001,1007.4100000000001
ea802ec1-df27-4862-b874-445a454bd7ae,0.0,7934.570000000001,7934.570000000001
204854f5-c4e5-4eee-92ed-f2ff134a8e83,0.0,-273.42,-273.42
138d61f1-aa4a-4a05-81df-fcc216774e71,0.0,-98518.39,-98518.39
d3cfd119-8562-4318-9eee-98b9cc1c775c,0.0,0.0,0.0
c8841c28-f420-457f-b871-43a4f1c35454,0.0,-54.32,-54.32
eae20329-2c7f-4aed-8d1e-4e834599b89b,0.0,-11496.57,-11496.57
0734342c-6b9a-42f8-834c-08a98d60e98c,0.0,-6731.660000000001,-6731.660000000001
e8ebaf0f-ea95-46a1-ae7d-9d00d68960c9,0.0,-5126.280000000001,-5126.280000000001
4fb146a1-70fb-46d4-9817-ce2e27926608,0.0,0.0,0.0
fa86b4a3-44ab-4bcb-88fe-46e4a451e100,0.0,-4227.8,-4227.8
5907b372-3a5d-405c-aa94-39c29e98a818,0.0,700.41,700.41
beeb8910-f471-40bf-b94e-ad80ea380dba,0.0,-3.28,-3.28
f576f6e5-d38c-4ae9-b2b4-f44aee05d05f,0.0,396.69,396.69
2b03d199-ac18-4190-9f2b-22fff8205237,0.0,1440.77,1440.77
75e9d8ec-5b72-4cf4-842f-e0d5187cac1a,0.0,0.0,0.0
8432e6bc-235d-4ac2-b1c6-18fc20f82f43,0.0,-1493.72,-1493.72
71108cf5-fd51-4c8b-9df9-e8916b8b3243,0.0,923.6,923.6
dc7d0662-84d2-4095-8bb0-8cc25b277230,0.0,-5946.05,-5946.05
29da7c46-0bc6-4ad9-a729-ff8ac8e27568,0.0,0.0,0.0
5a5161ce-4e81-429d-8c60-468e1ced8df3,0.0,0.0,0.0
a10bd82a-3ce8-418f-a735-66dba388fb41,0.0,-630.37,-630.37
5494ad63-4540-438a-b43f-12b7dec828c9,0.0,-2684.58,-2684.58
fcc9fe9d-7f59-4538-8ff1-c6c192508364,0.0,-0.56,-0.56
d84ffbc0-6153-4a53-9528-20c4c708ba16,0.0,0.0,0.0
ed830c0a-497c-4472-bfc2-601244c07771,0.0,0.0,0.0
47dc4978-963b-4884-995c-5f3116ebf179,0.0,0.0,0.0
4a945bc0-7616-47cb-95dd-b51369dcb96a,0.0,-105047.63,-105047.63
dae6ef9b-1147-423a-a11c-9a3049c5f6db,0.0,36.14,36.14
16437,0.0,-234.05,-234.05
16459,0.0,-998.5799999999999,-998.5799999999999
16450,0.0,-1681.73,-1681.73
e10c28bb-83ee-414a-a7ae-1fd06d86c9c4,0.0,871.33,871.33
16405,0.0,719.34,719.34
73e60d90-a97c-49e0-9709-44e365d162c2,0.0,1270.53,1270.53
257cb0e1-5031-4b67-9967-52ad1ac9486a,0.0,-7847.31,-7847.31
4c71c0ac-6f9f-4cfd-9854-1447703bb215,0.0,-8590.54,-8590.54
ba6247ea-5560-4c55-a86b-1eb6a5470814,0.0,-4997.65,-4997.65
6ea0dcbc-76dc-4b7b-868a-5fcec95c668c,0.0,-2942.88,-2942.88
8d2f726b-adf9-4c8b-a6b8-cdf8a33ffa30,0.0,-6337.61,-6337.61
62da65da-2035-4896-8b59-8faf1e984867,0.0,182.89,182.89
66db2095-0258-45a0-9476-4976facfaf1d,0.0,-955.83,-955.83
54c4b5d0-f61e-4444-8c1e-3f4784df6aad,0.0,371.6700000000001,371.6700000000001
16451,0.0,848.5699999999999,848.5699999999999
8b119277-70f2-45ec-99da-be939bf6529d,0.0,-496.82,-496.82
fe64983e-cf1f-4b3e-a116-828c5eb95e53,0.0,0.0,0.0
fb9e9042-ec0b-4f2e-803e-eaa16ddd2401,0.0,-1973.48,-1973.48
16424,0.0,-628.88,-628.88
ee64480e-4c31-4c7c-9858-91cd2ae43e06,0.0,-245662.29,-245662.29
16418,0.0,253.84,253.84
ebd907e9-93a0-47f7-9c4d-ab7c7d8f6ad1,0.0,0.0,0.0
36303bb8-c95c-448d-a450-fa7981899637,0.0,-1023.87,-1023.87
f7a94aca-b7c8-4c3f-b456-a194e036a2ec,0.0,0.0,0.0
e9272f7c-52de-43b7-89cc-7a88e27ad0e5,0.0,-5421.43,-5421.43
500b79aa-1517-4886-ab9b-5b1b4bb1da0b,0.0,-6171.93,-6171.93
b9d88e2f-2e34-434d-a7b8-eae7937981d6,0.0,-1044.68,-1044.68
50ef28cd-bf82-46f1-8ed3-18a84da35890,0.0,-2793.35,-2793.35
059918e4-9021-4dc0-b1a8-d29bbae321f7,0.0,-1463.33,-1463.33
eb07b8ca-bee1-4707-b322-efcc73630dcd,0.0,-70104.0,-70104.0
1558b380-9de3-4582-b93f-68908a474f44,0.0,2657.74,2657.74
e168ba70-674f-42e7-b0ae-c3e63cfbd7f3,0.0,0.0,0.0
16280,0.0,-305.21000000000015,-305.21000000000015
36b3453d-05e8-4047-b272-e7a52f7281a7,0.0,-1897.8400000000001,-1897.8400000000001
6453a46f-be8b-4a6e-8dc1-c42a7510d7a9,0.0,0.0,0.0
7773e91e-eb18-48b5-89cc-1da8dac00d70,0.0,0.0,0.0
703b6494-3f65-40e0-a144-95f9120517e0,0.0,2523.55,2523.55
c9df399e-c2c4-4ee2-850e-e8cb30902131,0.0,-3287.17,-3287.17
8fc9a774-049e-4539-93e3-8c7e2ad0d3a7,0.0,-8014.92,-8014.92
314f76d5-2890-48c5-8e4a-080e414ede83,0.0,10617.41,10617.41
e2eb8368-3fa8-4667-838a-d83c649e72c1,0.0,-331223.19,-331223.19
87ba1744-bdf3-483f-b6f1-081067b387c6,0.0,526.66,526.66
7ca24f08-5081-4e62-b0da-fdb43eabc977,0.0,-10.16,-10.16
80b894e5-5330-4dd4-9e3a-276c4883ab62,0.0,-1269.81,-1269.81
201e1a94-46e6-41f9-bc65-e6c8f615a182,0.0,-197.45,-197.45
d66dfd63-29ec-43d2-a5d9-f47b65e8f145,0.0,-7120.23,-7120.23
a399ad5c-c225-4d38-8bc0-acf537a5203b,0.0,2067.35,2067.35
82e19ff9-172d-476c-8a8d-b873733bd3c9,0.0,-4653.95,-4653.95
16445,0.0,-1666.86,-1666.86
c5f574a9-2c5c-4f64-b4f5-ef7b3e21a33d,0.0,-10147.15,-10147.15
4ac225bb-3e8a-4978-bff7-53ccf6d6ad2b,0.0,3448.84,3448.84
9f699136-7d2c-4ded-b943-61dc5a24a19f,0.0,-1690.68,-1690.68
16407,0.0,0.0,0.0
d6d1134a-094d-4a01-90aa-87af7c5e0195,0.0,1005.99,1005.99
6faa6320-b5af-48b4-a991-095d5530151a,0.0,-3510.44,-3510.44
977a7906-7c85-47f6-b2cf-0ab6a44036b7,0.0,-10111.36,-10111.36
16279,0.0,4643.810000000005,4643.810000000005
7de1199d-a868-467d-a996-71e869c4ce53,0.0,-11.44,-11.44
9375a61e-0e8d-405f-9b1f-71b803795970,0.0,0.0,0.0
4dd1fd90-3a09-4d99-82be-e8cc75e99533,0.0,-33735.740000000005,-33735.740000000005
82f4d558-9f6c-43c0-9e26-9ec9d82c9783,0.0,-102027.11,-102027.11
a9a8fb74-cab9-46f4-b6be-27279b366cd8,0.0,-7479.03,-7479.03
f0a16dd2-8865-40f1-af8b-39411fdafbaf,0.0,-10544.82,-10544.82
0711da6d-8da7-471a-a5bb-1fd8c06061e4,0.0,-1414.59,-1414.59
